ST04Q01,ST06Q01,Albania,Argentina,Australia,Austria,Belgium,Brazil,Bulgaria,Canada,Chile,China-Shanghai,Chinese Taipei,Colombia,Connecticut (USA),Costa Rica,Croatia,Czech Republic,Denmark,Estonia,Finland,Florida (USA),France,Germany,Greece,Hong Kong-China,Hungary,Iceland,Indonesia,Ireland,Israel,Italy,Japan,Jordan,Kazakhstan,Korea,Latvia,Liechtenstein,Lithuania,Luxembourg,Macao-China,Malaysia,Massachusetts (USA),Mexico,Montenegro,Netherlands,New Zealand,Norway,Perm(Russian Federation),Peru,Poland,Portugal,Qatar,Romania,Russian Federation,Serbia,Singapore,Slovak Republic,Slovenia,Spain,Sweden,Switzerland,Thailand,Tunisia,Turkey,United Arab Emirates,United Kingdom,United States of America,Uruguay,Vietnam
Female,7,707.0,190.0,183.0,418.0,288.0,3057.0,2116.0,174.0,437.0,1336.0,1828.0,768.0,67.0,1339.0,1487.0,749.0,1922.0,1893.0,2886.0,93.0,175.0,461.0,578.0,269.0,1390.0,47.0,1013.0,,633.0,618.0,,270.0,1474.0,1214.0,1500.0,56.0,1371.0,577.0,488.0,2480.0,82.0,2225.0,1344.0,284.0,33.0,77.0,608.0,463.0,2371.0,206.0,874.0,2042.0,1527.0,1982.0,2020.0,627.0,764.0,417.0,1618.0,2344.0,668.0,100.0,1707.0,854.0,63.0,293.0,193.0,485.0
Female,8,22.0,,,17.0,31.0,329.0,75.0,33.0,18.0,291.0,366.0,127.0,4.0,39.0,28.0,37.0,184.0,66.0,46.0,9.0,15.0,20.0,27.0,28.0,82.0,,43.0,,15.0,34.0,,5.0,66.0,78.0,58.0,3.0,45.0,50.0,53.0,10.0,4.0,94.0,,21.0,9.0,5.0,32.0,63.0,,21.0,,,71.0,35.0,38.0,15.0,21.0,,42.0,174.0,4.0,1.0,127.0,93.0,1.0,11.0,13.0,
Female,9,77.0,,,2.0,,113.0,1.0,12.0,5.0,28.0,,39.0,1.0,2.0,,1.0,17.0,,2.0,1.0,8.0,,1.0,4.0,,,,,,11.0,,8.0,,4.0,4.0,,,,5.0,8.0,,25.0,,,2.0,1.0,,8.0,,9.0,,,2.0,,11.0,,,,3.0,20.0,1.0,,18.0,13.0,,2.0,2.0,
Male,10,1.0,,,,,303.0,1.0,31.0,2.0,6.0,,,,1.0,,,1.0,,,,12.0,,1.0,2.0,,,,,,,,23.0,,,,1.0,,,,7.0,3.0,16.0,,,3.0,1.0,,3.0,,21.0,,,,,,,,,1.0,15.0,,,2.0,32.0,,2.0,,
Male,11,,,,,,459.0,,7.0,,,,,,,,,1.0,,,,4.0,,,,,,,,,,,16.0,,,,,,,,,,10.0,,,1.0,3.0,,7.0,,10.0,,,,,,,,,2.0,6.0,,,,2.0,,,,
Male,12,,,,,,199.0,,12.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,8.0,1.0,41.0,,,1.0,4.0,,11.0,,3.0,,,,,,,,,,20.0,,1.0,,4.0,,,,
Male,13,,,,,,113.0,1.0,6.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,27.0,,13.0,,,,2.0,,9.0,,2.0,,,,,,,,,2.0,6.0,,,,1.0,,1.0,,
Male,14,,,,,,95.0,,11.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1.0,5.0,,,,2.0,,,,
Male,15,3.0,,,,,154.0,4.0,,,,,,3.0,,,,,,,6.0,,,3.0,,,,,,,,,,,,,,,,,1.0,5.0,9.0,,,,1.0,,19.0,,,,,,,,,,,2.0,15.0,,1.0,,18.0,,13.0,,
Male,16,,,,,,36.0,1.0,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,8.0,1.0,4.0,,,,2.0,,8.0,,,,,,,,,,,,3.0,,,,19.0,,1.0,,
Male,4,2.0,,751.0,,62.0,346.0,1.0,1173.0,40.0,36.0,,,30.0,,,,2.0,,4.0,33.0,82.0,2.0,7.0,,2.0,34.0,,1110.0,,,,42.0,,6.0,,,,,,22.0,21.0,140.0,,,95.0,5.0,,73.0,,,461.0,2.0,,,16.0,,,,8.0,184.0,,4.0,2.0,230.0,1541.0,100.0,36.0,
Male,5,47.0,398.0,3893.0,76.0,621.0,878.0,5.0,4880.0,476.0,99.0,101.0,1056.0,235.0,71.0,4.0,33.0,105.0,11.0,13.0,243.0,236.0,77.0,113.0,265.0,13.0,302.0,225.0,973.0,144.0,1867.0,,356.0,95.0,29.0,37.0,5.0,35.0,188.0,310.0,19.0,184.0,1405.0,11.0,235.0,1699.0,527.0,6.0,531.0,,628.0,909.0,6.0,23.0,,77.0,44.0,193.0,3228.0,33.0,400.0,121.0,261.0,36.0,1265.0,3359.0,599.0,274.0,70.0
Male,6,1376.0,1842.0,1867.0,1690.0,2716.0,2487.0,340.0,2485.0,2057.0,768.0,810.0,1982.0,434.0,788.0,751.0,1506.0,1137.0,327.0,1148.0,500.0,1226.0,1417.0,1709.0,1599.0,779.0,1260.0,1388.0,117.0,1436.0,12652.0,3263.0,2249.0,1217.0,918.0,476.0,60.0,733.0,1611.0,1306.0,140.0,465.0,11722.0,854.0,1483.0,173.0,1659.0,209.0,1655.0,4.0,1714.0,2133.0,424.0,891.0,257.0,682.0,1516.0,1950.0,8516.0,532.0,2175.0,2092.0,1590.0,389.0,2630.0,612.0,1277.0,1711.0,1719.0
Male,7,742.0,210.0,244.0,507.0,346.0,2688.0,2178.0,292.0,483.0,1253.0,1612.0,620.0,58.0,1111.0,1695.0,1008.0,1857.0,1851.0,3028.0,100.0,166.0,554.0,582.0,289.0,1309.0,53.0,920.0,,480.0,691.0,,376.0,1493.0,1521.0,1483.0,78.0,1420.0,561.0,507.0,2125.0,97.0,2236.0,1422.0,350.0,47.0,103.0,632.0,429.0,2209.0,221.0,795.0,2046.0,1570.0,1919.0,1879.0,770.0,895.0,546.0,1590.0,2269.0,613.0,85.0,1811.0,935.0,53.0,331.0,186.0,443.0
Male,8,16.0,,,30.0,43.0,324.0,75.0,47.0,39.0,286.0,257.0,111.0,7.0,39.0,42.0,44.0,302.0,112.0,97.0,6.0,26.0,22.0,43.0,41.0,119.0,4.0,61.0,,23.0,71.0,,24.0,56.0,143.0,77.0,7.0,83.0,76.0,80.0,24.0,6.0,170.0,,32.0,8.0,12.0,35.0,48.0,,17.0,,,86.0,43.0,45.0,26.0,33.0,,54.0,215.0,11.0,4.0,155.0,114.0,7.0,40.0,8.0,
Male,9,64.0,,,3.0,,119.0,6.0,22.0,4.0,38.0,,30.0,1.0,1.0,,1.0,23.0,,1.0,1.0,7.0,,2.0,17.0,,,,,,10.0,,13.0,,7.0,7.0,,,,10.0,7.0,2.0,47.0,,,5.0,3.0,1.0,8.0,,8.0,,,1.0,,21.0,,,,5.0,42.0,2.0,,8.0,23.0,,2.0,5.0,
